,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
0,"Index(['const'], dtype='object')",1,226.6496302720227,0.0,0.0,136.06702975597943,137.36286662198376
1,"Index(['MgO'], dtype='object')",1,73.98957000823293,0.9334756890766668,0.9309170617334617,105.84103712169886,107.13687398770318
2,"Index(['Al2O3'], dtype='object')",1,337.17357710686576,0.6968459219847638,0.6851861497534085,146.79122772140204,148.08706458740636
3,"Index(['SiO2'], dtype='object')",1,489.5238888583038,0.5598671625854096,0.5429389765310022,156.85778352139485,158.15362038739917
4,"Index(['P2O5'], dtype='object')",1,642.290545310821,0.4225140660417417,0.40030306858180864,164.19118604173667,165.487022907741
5,"Index(['Concentration(mM)'], dtype='object')",1,362.10344428304904,0.6744313811904157,0.6619095112362008,148.71719348564105,150.01303035164537
6,"Index(['L/S'], dtype='object')",1,239.4492972146113,0.7847102031204402,0.7764298263173801,137.5503110891526,138.8461479551569
7,"Index(['const', 'MgO'], dtype='object')",2,63.897061346523,0.7180800106762391,0.7068032111032886,103.88146645516953,106.47314018717819
8,"Index(['const', 'Al2O3'], dtype='object')",2,216.42875618942975,0.04509548094266014,0.006899300180366552,136.8211438202802,139.41281755228886
9,"Index(['const', 'SiO2'], dtype='object')",2,205.5449686152661,0.09311580006297382,0.05684043206549272,135.42803596608562,138.0197096980943
10,"Index(['const', 'P2O5'], dtype='object')",2,148.00007526950907,0.3470094123167957,0.3208897888094675,126.55983053416269,129.15150426617134
11,"Index(['const', 'Concentration(mM)'], dtype='object')",2,225.75582292374958,0.003943564113474962,-0.03589869332198603,137.96034302339396,140.55201675540263
12,"Index(['const', 'L/S'], dtype='object')",2,225.1254926845837,0.006724641843049772,-0.03300637248322835,137.88485119458866,140.47652492659734
13,"Index(['MgO', 'Al2O3'], dtype='object')",2,28.92757945933593,0.9739911005024335,0.9719103885426282,82.48456246937289,85.07623620138155
14,"Index(['MgO', 'SiO2'], dtype='object')",2,71.3640703403064,0.9358362860664697,0.9307031889517873,106.86553761745236,109.45721134946102
15,"Index(['MgO', 'P2O5'], dtype='object')",2,73.88807705735084,0.9335669417845857,0.9282522971273525,107.80397526470466,110.39564899671332
16,"Index(['MgO', 'Concentration(mM)'], dtype='object')",2,58.98715844487017,0.9469644158165289,0.9427215690818512,101.72271911288809,104.31439284489674
17,"Index(['MgO', 'L/S'], dtype='object')",2,67.54448519160273,0.9392704899684824,0.934412129165961,105.38031876936749,107.97199250137615
18,"Index(['Al2O3', 'SiO2'], dtype='object')",2,295.0931368370697,0.7346806099277696,0.7134550587219912,145.19194307521946,147.7836168072281
19,"Index(['Al2O3', 'P2O5'], dtype='object')",2,325.5029024691868,0.7073390710623383,0.6839261967473254,147.84011263218758,150.43178636419623
20,"Index(['Al2O3', 'Concentration(mM)'], dtype='object')",2,296.4878789213796,0.7334265918808454,0.7121007192313129,145.3192565117491,147.91093024375778
21,"Index(['Al2O3', 'L/S'], dtype='object')",2,218.27368630830068,0.8037492774624885,0.7880492196594875,137.05032777431518,139.64200150632382
22,"Index(['SiO2', 'P2O5'], dtype='object')",2,454.73369496495565,0.5911471615823847,0.5584389345089754,156.8673083798879,159.45898211189655
23,"Index(['SiO2', 'Concentration(mM)'], dtype='object')",2,345.95781193305857,0.6889479821976263,0.6640638207734364,149.4856400043801,152.07731373638876
24,"Index(['SiO2', 'L/S'], dtype='object')",2,225.76076249143495,0.7970176180697107,0.7807790275152876,137.96093378055247,140.5526075125611
25,"Index(['P2O5', 'Concentration(mM)'], dtype='object')",2,360.0546573333953,0.6762734535262769,0.650375329808379,150.5639932489358,153.15566698094443
26,"Index(['P2O5', 'L/S'], dtype='object')",2,198.88984175423457,0.821177367690081,0.8068715571052875,134.5393654465504,137.13103917855904
27,"Index(['Concentration(mM)', 'L/S'], dtype='object')",2,236.9662516588889,0.786942719062448,0.7698981365874438,139.26886420009416,141.86053793210283
28,"Index(['const', 'MgO', 'Al2O3'], dtype='object')",3,19.906309385482835,0.9121714455850138,0.9048523993837649,74.39307728364153,78.28058788165453
29,"Index(['const', 'MgO', 'SiO2'], dtype='object')",3,61.82263151978711,0.7272325948840588,0.7045019777910637,104.99036199864378,108.87787259665677
30,"Index(['const', 'MgO', 'P2O5'], dtype='object')",3,43.20099586614794,0.8093930450524074,0.793509132140108,95.31340119185565,99.20091178986863
31,"Index(['const', 'MgO', 'Concentration(mM)'], dtype='object')",3,58.981055602281415,0.7397699015370424,0.7180840599984626,103.71992553410293,107.60743613211591
32,"Index(['const', 'MgO', 'L/S'], dtype='object')",3,62.26911626153445,0.7252626611973747,0.7023678829638227,105.18465598295563,109.07216658096863
33,"Index(['const', 'Al2O3', 'SiO2'], dtype='object')",3,202.07255592485376,0.10843641932118653,0.03413945426461884,136.96800956863473,140.85552016664772
34,"Index(['const', 'Al2O3', 'P2O5'], dtype='object')",3,147.99066054375263,0.347050950993674,0.2926385302431469,128.5581129290842,132.44562352709718
35,"Index(['const', 'Al2O3', 'Concentration(mM)'], dtype='object')",3,212.84876385027138,0.0608907519733769,-0.017368352028841683,138.37079629642005,142.25830689443305
36,"Index(['const', 'Al2O3', 'L/S'], dtype='object')",3,213.80583927976423,0.05666804299148198,-0.021942953425894363,138.49192978355825,142.37944038157124
37,"Index(['const', 'SiO2', 'P2O5'], dtype='object')",3,60.17717422585055,0.7344925109578759,0.7123668868710322,104.2619995086386,108.14951010665158
38,"Index(['const', 'SiO2', 'Concentration(mM)'], dtype='object')",3,203.70161328495283,0.10124886133512723,0.026352933113054533,137.18480397484853,141.07231457286153
39,"Index(['const', 'SiO2', 'L/S'], dtype='object')",3,202.48559883842256,0.10661403420159432,0.03216520371839393,137.02314212453555,140.91065272254855
40,"Index(['const', 'P2O5', 'Concentration(mM)'], dtype='object')",3,147.66444732435562,0.3484902351390109,0.2941977547339285,128.4985316110991,132.3860422091121
41,"Index(['const', 'P2O5', 'L/S'], dtype='object')",3,147.9658789544551,0.34716028975265534,0.2927569805653767,128.55359129956565,132.44110189757865
42,"Index(['const', 'Concentration(mM)', 'L/S'], dtype='object')",3,222.4818675797577,0.01838857044356479,-0.06341238201947141,139.56591672600717,143.45342732402017
43,"Index(['MgO', 'Al2O3', 'SiO2'], dtype='object')",3,26.650110012515142,0.9760387821632655,0.9730436299336737,82.27050393455785,86.15801453257083
44,"Index(['MgO', 'Al2O3', 'P2O5'], dtype='object')",3,18.530102563253315,0.9833395125255904,0.9812569515912892,72.45879294311581,76.3463035411288
45,"Index(['MgO', 'Al2O3', 'Concentration(mM)'], dtype='object')",3,27.161070647024214,0.9755793754642417,0.9725267973972719,82.78327290242648,86.67078350043946
46,"Index(['MgO', 'Al2O3', 'L/S'], dtype='object')",3,19.817068549459403,0.9821823963887538,0.979955195937348,74.27176299711772,78.15927359513071
