,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
23,"Index(['1', 'Concentration(mM)', 'Concentration(mM) L/S'], dtype='object')",3,0.005942471,0.391146919,0.340409162,-144.7569296,-140.869419
24,"Index(['1', 'Concentration(mM)', 'L/S^2'], dtype='object')",3,0.005285006,0.458509466,0.413385255,-147.9227176,-144.035207
25,"Index(['1', 'L/S', 'Concentration(mM)^2'], dtype='object')",3,0.005349748,0.451876122,0.406199132,-147.5939728,-143.7064623
26,"Index(['1', 'L/S', 'Concentration(mM) L/S'], dtype='object')",3,0.005570167,0.429292394,0.381733427,-146.5038292,-142.6163186
27,"Index(['1', 'L/S', 'L/S^2'], dtype='object')",3,0.006587075,0.325102232,0.268860751,-141.9763553,-138.0888447
28,"Index(['1', 'Concentration(mM)^2', 'Concentration(mM) L/S'], dtype='object')",3,0.005453962,0.441198577,0.394631792,-147.0730657,-143.1855551
29,"Index(['1', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",3,0.005108183,0.476626368,0.433011899,-148.8415269,-144.9540163
30,"Index(['1', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",3,0.005215268,0.465654593,0.421125809,-148.281362,-144.3938514
31,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM)^2'], dtype='object')",3,0.005300611,0.961357244,0.9565269,-147.8431113,-143.9556007
32,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM) L/S'], dtype='object')",3,0.005531497,0.959674031,0.954633285,-146.6919302,-142.8044196
33,"Index(['Concentration(mM)', 'L/S', 'L/S^2'], dtype='object')",3,0.005570934,0.959386524,0.954309839,-146.5001147,-142.6126041
34,"Index(['Concentration(mM)', 'Concentration(mM)^2', 'Concentration(mM) L/S'], dtype='object')",3,0.007527263,0.9451244,0.93826495,-138.373955,-134.4864444
35,"Index(['Concentration(mM)', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",3,0.005718608,0.95830994,0.953098683,-145.7937193,-141.9062087
36,"Index(['Concentration(mM)', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",3,0.005467679,0.96013928,0.95515669,-147.0052458,-143.1177352
37,"Index(['L/S', 'Concentration(mM)^2', 'Concentration(mM) L/S'], dtype='object')",3,0.005343457,0.961044888,0.956175499,-147.6257427,-143.7382322
38,"Index(['L/S', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",3,0.005349151,0.961003376,0.956128798,-147.5969858,-143.7094752
39,"Index(['L/S', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",3,0.005452821,0.960247596,0.955278545,-147.0787142,-143.1912036
40,"Index(['Concentration(mM)^2', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",3,0.00832625,0.939299592,0.931712041,-135.6501517,-131.7626411
41,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM)^2'], dtype='object')",4,0.005290664,0.457929723,0.387224904,-145.8938257,-140.7104782
42,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM) L/S'], dtype='object')",4,0.005522153,0.434211879,0.360413429,-144.7375775,-139.55423
43,"Index(['1', 'Concentration(mM)', 'L/S', 'L/S^2'], dtype='object')",4,0.004990725,0.488660829,0.421964415,-147.4696144,-142.2862669
44,"Index(['1', 'Concentration(mM)', 'Concentration(mM)^2',
       'Concentration(mM) L/S'],
      dtype='object')",4,0.005422585,0.4444134,0.371945583,-145.2288471,-140.0454996
45,"Index(['1', 'Concentration(mM)', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",4,0.005053171,0.482262776,0.414731833,-147.1338771,-141.9505296
46,"Index(['1', 'Concentration(mM)', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",4,0.005207179,0.466483453,0.396894338,-146.3232761,-141.1399286
47,"Index(['1', 'L/S', 'Concentration(mM)^2', 'Concentration(mM) L/S'], dtype='object')",4,0.005261321,0.460936195,0.390623524,-146.043992,-140.8606445
48,"Index(['1', 'L/S', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",4,0.004788072,0.509424272,0.445436134,-148.5888577,-143.4055102
49,"Index(['1', 'L/S', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",4,0.004828582,0.505273675,0.440744154,-148.3613806,-143.1780332
50,"Index(['1', 'Concentration(mM)^2', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",4,0.005100753,0.477387625,0.409220794,-146.8808275,-141.6974801
51,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM)^2',
       'Concentration(mM) L/S'],
      dtype='object')",4,0.005272589,0.961561534,0.954876584,-145.9862288,-140.8028813
52,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",4,0.005232839,0.961851316,0.955216762,-146.1905487,-141.0072013
53,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",4,0.005385006,0.960741985,0.953914504,-145.4166111,-140.2332637
54,"Index(['Concentration(mM)', 'Concentration(mM)^2', 'Concentration(mM) L/S',
       'L/S^2'],
      dtype='object')",4,0.005220136,0.961943929,0.955325482,-146.2561762,-141.0728287
55,"Index(['L/S', 'Concentration(mM)^2', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",4,0.005341197,0.961061361,0.954289424,-145.6371627,-140.4538153
56,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM)^2',
       'Concentration(mM) L/S'],
      dtype='object')",5,0.005256427,0.461437586,0.363517147,-144.0691168,-137.5899324
57,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM)^2', 'L/S^2'], dtype='object')",5,0.004715731,0.516836169,0.428988199,-146.999902,-140.5207177
58,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",5,0.004705451,0.517889445,0.43023298,-147.0588251,-140.5796408
59,"Index(['1', 'Concentration(mM)', 'Concentration(mM)^2',
       'Concentration(mM) L/S', 'L/S^2'],
      dtype='object')",5,0.005041658,0.483442345,0.389522771,-145.1954618,-138.7162775
60,"Index(['1', 'L/S', 'Concentration(mM)^2', 'Concentration(mM) L/S', 'L/S^2'], dtype='object')",5,0.004785484,0.50968937,0.420541983,-146.6034519,-140.1242676
61,"Index(['Concentration(mM)', 'L/S', 'Concentration(mM)^2',
       'Concentration(mM) L/S', 'L/S^2'],
      dtype='object')",5,0.005176133,0.96226472,0.953688519,-144.484735,-138.0055507
62,"Index(['1', 'Concentration(mM)', 'L/S', 'Concentration(mM)^2',
       'Concentration(mM) L/S', 'L/S^2'],
      dtype='object')",6,0.004582792,0.530456811,0.418660813,-145.7719807,-137.9969595
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
